Topic,Yield Score,Verdict,Is Tagged?,Years Found,Key Fact
Sages in Gods holy fire are his souls teachers,40,🔥 CRITICAL,YES,,"Wishes for freedom from desire and the ""dying animal."""
William Makepeace Thackeray was born in Calcutta in 1811 Asked in Exam,40,🔥 CRITICAL,YES,,William Makepeace Thackeray was born in Calcutta in 1811.
Elizabeth Gaskell 18101865,40,🔥 CRITICAL,YES,,Full name: Elizabeth Cleghorn Gaskell.
Nicholas Rowe 16741718,40,🔥 CRITICAL,YES,,The Fair Penitent (1703) .
Thyrsis 1866,40,🔥 CRITICAL,YES,,Elegiac poem published in 1866.
Dombey and Son 18461848,40,🔥 CRITICAL,YES,,"Full title: Dealings with the Firm of Dombey and Son, Wholesale, Retail, and for Exportation."
Discipline and Punish The Birth of the Prison 1975 Panopticism,40,🔥 CRITICAL,YES,,Book divided into four parts .
On Linguistic Aspects of Translation 1959 Modes of Interpretation,40,🔥 CRITICAL,YES,,Introduced metaphor and metonymy .
The Order of Things An Archaeology of the Human Sciences 1966 Heterotopia,40,🔥 CRITICAL,YES,,Discourse as material practice .
SZ 1970,40,🔥 CRITICAL,YES,,Distinction: “readerly” vs “writerly” texts .
Sir John Vanbrugh 16641726,40,🔥 CRITICAL,YES,,Targeted by Jeremy Collier’s Short View .
CLUBS  COFFEEHOUSES,40,🔥 CRITICAL,YES,,Tatler based entirely on coffee-houses.
RD Blackmore 18251900,40,🔥 CRITICAL,YES,,Best known for novel Lorna Doone .
Mrs Arbuthnot opposes her son working for Illingworth Asked in Exam,40,🔥 CRITICAL,YES,,Mrs. Arbuthnot opposes her son working for Illingworth.
Thomas Hardy  Jude the Obscure 1895,40,🔥 CRITICAL,YES,,"Hardy’s last completed novel, published in 1895."
The Portrait of a Lady 1881 Asked in Exam,40,🔥 CRITICAL,YES,,The Portrait of a Lady (1881)
Far from the Madding Crowd 1874,40,🔥 CRITICAL,YES,,Serialized monthly in Cornhill Magazine.
Tertius Lydgate ambitious doctor faces social resistance Asked in Exam,40,🔥 CRITICAL,YES,,"Tertius Lydgate, ambitious doctor, faces social resistance."
Eliza Haywood 16931756,40,🔥 CRITICAL,YES,,Recognition of her works revived in 1980s.
The Plain Dealer 1676,40,🔥 CRITICAL,YES,,The Plain Dealer staged December 1676 .
Catherine dies after childbirth devastating Heathcliff Asked in Exam,40,🔥 CRITICAL,YES,,"Catherine dies after childbirth, devastating Heathcliff."
Anne Brontës The Tenant of Wildfell Hall 1848,40,🔥 CRITICAL,YES,,The Tenant of Wildfell Hall published in 1848.
LITTLE DORRIT 18551857,40,🔥 CRITICAL,YES,,Amy born in Marshalsea Debtors’ Prison.
The Pickwick Papers 18361837,40,🔥 CRITICAL,YES,,Full title: The Posthumous Papers of the Pickwick Club.
David Lodges works highlight intellectual pretensions weaknesses,40,🔥 CRITICAL,YES,,"Serious examples: C. P. Snow's The Masters, Coetzee's Disgrace."
The Shepheardes Calender 1579,40,🔥 CRITICAL,YES,,"Published in 1579, Spenser’s first major work ."
Eric Arthur Blair pen name George Orwell Asked in Exam,40,🔥 CRITICAL,YES,,"Eric Arthur Blair, pen name George Orwell."
Muriel Spark 19182006,40,🔥 CRITICAL,YES,,Converted to Roman Catholicism in 1954.
Knighted in 1997 by Queen Elizabeth II,40,🔥 CRITICAL,YES,,"Rosencrantz and Guildenstern Are Dead,"
Alan Sillitoe 19282010,40,🔥 CRITICAL,YES,,"English writer and one of the so-called ""angry young men"" of the 1950s."
Percy Bysshe Shelley 17921822 Radical Visionary and PoetPhilosopher,40,🔥 CRITICAL,YES,,J. Hillis Miller analyzed The Triumph of Life .
The Importance of Being Earnest 1895,40,🔥 CRITICAL,YES,,Features Algernon Moncrieff and Jack Worthing leading double lives.
Magic Realism The Blending of the Real and the Fantastic,40,🔥 CRITICAL,YES,,Márquez’s One Hundred Years of Solitude .
Trace Theory asked in exam,40,🔥 CRITICAL,YES,,Trace Theory
Thomas Paine 17361809 The Revolutionary Voice of Enlightenment America,40,🔥 CRITICAL,YES,,His career began with Common Sense (1776) .
Blank Verse,40,🔥 CRITICAL,YES,"2024, 2025",Main rhythm is iambic pentameter .
Under the Net 1954,40,🔥 CRITICAL,YES,,Murdoch’s first published novel
Mary McCarthys The Groves of Academe 1952 is pivotal Asked in Exam,40,🔥 CRITICAL,YES,,Mary McCarthy's The Groves of Academe (1952) is pivotal.
JG Ballard 19302009,40,🔥 CRITICAL,YES,,"Technology, sex, mass media dominate themes ."
Changing Places A Tale of Two Campuses 1975 Asked in Exam,40,🔥 CRITICAL,YES,,"Changing Places: A Tale of Two Campuses (1975),"
Intention,35,🔥 CRITICAL,YES,"2024, 2025","W.K. Wimsatt and Monroe Beardsley were American professors of English, literary theorists, philosophers of art, and influential critics whose work helped define the principles of mid-twentieth-century formalist criticism. They are most widely remembered for coining and developing the concepts of the Intentional Fallacy and the Affective Fallacy,  terms which became foundational in debates about critical methodology. Both concepts were articulated in their collaborative essays collected in The Verbal Icon. The Intentional Fallacy, which they described as the “confusion between the poem and its origins,”  critiques the reliance on an author’s personal life, stated aims, or other “external” information when interpreting a work. Wimsatt and Beardsley argued that such approaches are essentially equivalent to the genetic fallacy in philosophical studies, since even authors themselves are often unable to fully articulate or determine the “intention” behind a poem. For them, intentional criticism was inevitably subjective and thus ceased to be legitimate criticism, as the text should stand as an autonomous aesthetic object, independent of its author’s biography or declared purpose."
His Poetry,35,🔥 CRITICAL,YES,"2024, 2025",Poems by Two Brothers (1826): Collaborated with his elder brother Charles.
Notable Plays,35,🔥 CRITICAL,YES,2024,Mrs. Warren's Profession (1893)
Biographies,35,🔥 CRITICAL,YES,2024,T.S. Eliot (1984)
THE IDLER,35,🔥 CRITICAL,YES,2024,Published weekly between 1758 and 1760.
Chapter 1,35,🔥 CRITICAL,YES,2025,Pāṇini’s Aṣṭādhyāyī systematized Sanskrit grammar .
Works,35,🔥 CRITICAL,YES,"2024, 2025","He Published Timber, or Discoveries made upon men and matter, as they have flowed out of his daily readings, or had their reflux to his peculiar notion of the times, (London, 1641)."
Lear 1971 is a threeact play by Edward Bond Asked in Exam,30,🔥 CRITICAL,YES,,Lear (1971) is a three-act play by Edward Bond.
II Philosophical and Aesthetic Foundations,30,🔥 CRITICAL,YES,,The Phenomenology of Spirit (1807) .
Christopher Fry 19072005 Asked in Exam,30,🔥 CRITICAL,YES,,Christopher Fry (1907-2005)
Krapps Last Tape 1958,30,🔥 CRITICAL,YES,,One-act monodrama by Samuel Beckett .
Synopsis of Utopia,30,🔥 CRITICAL,YES,,Raphael Hythloday narrates the story
William Langland 13321400  Piers Plowman,30,🔥 CRITICAL,YES,,"William Langland also called Langley, 1332."
The Prime of Miss Jean Brodie 1961,30,🔥 CRITICAL,YES,,Story of eccentric Edinburgh teacher’s influence.
John Wyclif 13201384 The Father of English Prose,30,🔥 CRITICAL,YES,,Known as the “Father of English Prose.”
Wide range in meter skillful alliteration and pastoral phrases,30,🔥 CRITICAL,YES,,"1591: Published ""The Ruins of Time,"" ""The Tears of the Muses,"" and ""Mother Hubberd’s Tale."""
The Magus reflected 1960s hippy anarchism and philosophy Asked in Exam,30,🔥 CRITICAL,YES,,The Magus reflected 1960s hippy anarchism and philosophy.
Biopower Biopolitics Governmentality and the Management of Life,30,🔥 CRITICAL,YES,,Biopower = power exercised over life itself
Intertextuality and the Concept of Chora,30,🔥 CRITICAL,YES,,Kristeva introduced intertextuality in late 1960s
The Mystery of Edwin Drood 1870,30,🔥 CRITICAL,YES,,"Dickens’s unfinished novel, left incomplete by death."
Structure Sign and Play in the Discourse of the Human Sciences 1966,30,🔥 CRITICAL,YES,,"Derrida delivered lecture at Johns Hopkins, 1966 ."
John Lydgate of Bury c 1370  c 1451,30,🔥 CRITICAL,YES,,Troy Book commissioned by Prince Henry .
Vivien Grey 1826,30,🔥 CRITICAL,YES,,"Disraeli’s first novel, published anonymously."
John Evelyn 16201706,30,🔥 CRITICAL,YES,,Famous for keeping a diary lifelong.
Roger Ascham 15151568 Vernacular Prose and Educational Reform,30,🔥 CRITICAL,YES,,Toxophilus (1545) defended archery .
Aphra Behn 16401689,30,🔥 CRITICAL,YES,,Aphra Behn: first woman earning by writing.
George Puttenham 15291590 Poetry Rhetoric and Ornament,30,🔥 CRITICAL,YES,,Author of The Arte of English Poesie (1589) .
George Etherege 16351691,30,🔥 CRITICAL,YES,,"The Comical Revenge, or Love in a Tub (1664) ."
Romola 1863,30,🔥 CRITICAL,YES,,Set in the fifteenth century.
Daniel Deronda 1876Asked in Exam,30,🔥 CRITICAL,YES,,"Daniel Deronda, 1876"
Lady Windermeres Fan 1892,30,🔥 CRITICAL,YES,,A four-act comedy “A Play About a Good Woman.”
Diana of the Crossways 1885 Asked in Exam,30,🔥 CRITICAL,YES,,Diana of the Crossways (1885)
The History of Sexuality 1976 and the Discursive Construction of Desire,30,🔥 CRITICAL,YES,,Challenges the “repressive hypothesis” of sexuality.
AS Byatt English scholar literary critic and novelist,30,🔥 CRITICAL,YES,,Published The Shadow of a Sun (1964) and The Game (1967).
William Caxton 14221491 Asked in Exam,30,🔥 CRITICAL,YES,,🖨️ William Caxton (1422–1491)
Major Works in Chronological Order,30,🔥 CRITICAL,YES,,Typee: A Peep at Polynesian Life (1846) (Novel / Travel Narrative)
Julia Kristeva b 1941 The Semiotic the Symbolic and the Speaking Body,30,🔥 CRITICAL,YES,,"Julia Kristeva, a Bulgarian-born French psychoanalyst, literary theorist, and poststructuralist philosopher, is widely recognized for her interdisciplinary contributions that span structuralist linguistics, semiotics, psychoanalysis, and feminist thought. Influenced by thinkers such as Roland Barthes, Claude Lévi-Strauss, Jacques Lacan, Michel Foucault, and Mikhail Bakhtin, Kristeva’s theoretical framework bridges structural analysis with psychoanalytic insights. Her writings can be divided into two major phases: an early structuralist–semiotic phase and a later psychoanalytic–feminist phase. Her seminal text Semeiotikè (1969)  marked her entry into French intellectual circles, where she introduced the concepts of the ""semiotic"" and the ""symbolic"" as twin modalities of signification within language . While Saussurean semiotics is concerned with the structural relation between signifier and signified, Kristeva’s semiotic—not to be confused with Saussure’s semiotics—refers to the pre-Oedipal, rhythmic, and libidinal dimensions of meaning, rooted in the infantile body and maternal drive. The symbolic, in contrast, refers to the structured, rule-bound domain of language and grammar governed by the paternal order and law. Kristeva argued that these two modalities are inseparable and constantly interpenetrate one another in the process of meaning-making."
Pastiche of historical romance with Victorian ethos Asked in Exam,30,🔥 CRITICAL,YES,,Pastiche of historical romance with Victorian ethos.
John Locke 16321704 Empiricism and Liberal Thought,30,🔥 CRITICAL,YES,,Mind at birth is tabula rasa .
The Novum Organum 1620 Induction and The Great Instauration,30,🔥 CRITICAL,YES,,Francis Bacon’s Novum Organum published 1620 .
Aurora Leigh 1856,30,🔥 CRITICAL,YES,,A long novel in blank verse.
Martin Heidegger 18891976 Phenomenology Dasein and the Question of Being,30,🔥 CRITICAL,YES,,Introduced Dasein meaning “being-there” .
Colley Cibber 16711757,30,🔥 CRITICAL,YES,,Wrote Apology for the Life of Colley Cibber (1740) .
Daisy Miller 1878 Asked in Exam,30,🔥 CRITICAL,YES,,Daisy Miller (1878)
David Hume 17111776 Empiricism Skepticism and Human Nature,30,🔥 CRITICAL,YES,,A Treatise of Human Nature (1739–40) .
Part II Christianas Journey,30,🔥 CRITICAL,YES,,Mr. Feeble-Mind joins encouraged by Greatheart.
Thomas Fuller 16081661,30,🔥 CRITICAL,YES,,The History of the Holy War (1639).
Summary,30,🔥 CRITICAL,YES,"2024, 2025",“All good poetry is the spontaneous overflow of powerful feelings.”
Paradise Regained 1671,30,🔥 CRITICAL,YES,,"Published first in 1671, ."
Carnivalization Popular Culture and Subversion,30,🔥 CRITICAL,YES,,Bakhtin’s cultural concept: Carnivalization .
Subjects Of Study,30,🔥 CRITICAL,YES,,"Archetype – Universal, recurring mental images or patterns, often found in myths, art, and dreams. They shape human experience and behavior across cultures."
Art never expresses anything but itself Asked in Exam,30,🔥 CRITICAL,YES,,“Art never expresses anything but itself.”
Sybil or The Two Nations 1845,30,🔥 CRITICAL,YES,,"Published in 1845, Disraeli’s political novel."
Thomas Shadwell 16421692,30,🔥 CRITICAL,YES,,English dramatist and later Poet Laureate .
Alexander Pope 16881744 Satire Taste and Augustan Poetics,30,🔥 CRITICAL,YES,,Major works include Essay on Criticism.
An Essay on Man 17331734 Pride and the Human Condition,30,🔥 CRITICAL,YES,,Aim: “vindicate the ways of God to Man” .
1717 Three Hours After Marriage with others,30,🔥 CRITICAL,YES,,Comedy Three Hours After Marriage (1717).
The Female Spectator 174446,30,🔥 CRITICAL,YES,,Published The Female Spectator (1744–46).
Unnamed narrator introduces Marlow and tells story Asked in Exam,30,🔥 CRITICAL,YES,,Unnamed narrator introduces Marlow and tells story.
Robert Bridges 18441930  The Testament of Beauty 1929,30,🔥 CRITICAL,YES,,Robert Bridges was born in 1844 in England.
A Prayer for My Daughter,30,🔥 CRITICAL,YES,"2024, 2025","It is written to Anne, his daughter with Georgie Hyde Lees."
Donna J Haraway 1944 Feminist Technoscience and the Cyborg Imaginary,30,🔥 CRITICAL,YES,,"Donna J. Haraway is a pioneering feminist theorist and science studies scholar, best known for integrating postmodernism, Marxism, feminism, and technoscience. A Professor Emerita at the University of California, Santa Cruz, in the Departments of History of Consciousness and Feminist Studies, Haraway gained international recognition with her influential essay A Cyborg Manifesto: Science, Technology, and Socialist-Feminism in the Late Twentieth Century (1985) . In this work, Haraway introduces the figure of the cyborg—part human, part machine—as a metaphor for hybrid identities that transcend traditional binaries such as male/female, nature/culture, and human/machine. She rejects the nostalgic ideal of origin myths like Eden or the nuclear family, proposing instead a fluid, posthuman feminist politics capable of dismantling ""antagonistic dualisms"" inherent in Western thought."
Gender Studies  Interdisciplinary Approaches,30,🔥 CRITICAL,YES,,Judith Butler: Gender is performative
Thomas Carew 15951640,30,🔥 CRITICAL,YES,,Caroline poet of the Cavalier group.
Il Penseroso 1645,30,🔥 CRITICAL,YES,,"Title means “the thinker,” melancholic man ."
Miltons Divorce Tracts 16431645,30,🔥 CRITICAL,YES,,"Written between 1643–1645, controversial writings"
Northrop Frye 19121991 Archetypes Myths and Literary Order,30,🔥 CRITICAL,YES,,Margaret Atwood: “not an ivory tower” .
Roland Barthes 19151980 Author Myth and Meaning,30,🔥 CRITICAL,YES,,"Meaning comes from codes, not author ."
